concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000041,Recipe,咖啡椰奶冻,咖啡椰奶冻 (Recipe),咖啡椰奶冻,[],其他,4,,,,,,dishes/dessert/咖啡椰奶冻/咖啡椰奶冻.md
201000042,Recipe,戚风蛋糕,戚风蛋糕 (Recipe),戚风蛋糕,[],素菜,5,,,,,,dishes/dessert/戚风蛋糕/戚风蛋糕.md
201000043,Recipe,玛格丽特饼干,玛格丽特饼干 (Recipe),玛格丽特饼干,[],其他,3,,,,,,dishes/dessert/玛格丽特饼干/玛格丽特饼干.md
201000044,Recipe,奥利奥冰淇淋,奥利奥冰淇淋 (Recipe),奥利奥冰淇淋,[],其他,3,,,,,,dishes/dessert/奥利奥冰淇淋/奥利奥冰淇淋.md
201000045,Recipe,芋泥雪媚娘,芋泥雪媚娘 (Recipe),芋泥雪媚娘,[],其他,5,,,,,,dishes/dessert/芋泥雪媚娘/芋泥雪媚娘.md
201000046,Recipe,无厨师机蜂蜜面包,无厨师机蜂蜜面包 (Recipe),无厨师机蜂蜜面包,[],其他,5,,,,,,dishes/dessert/无厨师机蜂蜜面包/无厨师机蜂蜜面包.md
201000047,Recipe,草莓冰淇淋,草莓冰淇淋 (Recipe),草莓冰淇淋,[],其他,2,,,,,,dishes/dessert/草莓冰淇淋/草莓冰淇淋.md
201000048,Recipe,魔芋蛋糕,魔芋蛋糕 (Recipe),魔芋蛋糕,[],素菜,4,,,,,,dishes/dessert/魔芋蛋糕/魔芋蛋糕.md
201000049,Recipe,意式烤鸡,意式烤鸡 (Recipe),意式烤鸡,"[{'term': '意式roasted鸡', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '意式baked鸡', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '意式烘烤鸡', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/意式烤鸡.md
201000050,Recipe,虎皮肘子,虎皮肘子 (Recipe),虎皮肘子,[],其他,5,,,,,,dishes/meat_dish/虎皮肘子.md
201000051,Recipe,尖椒炒牛肉,尖椒炒牛肉 (Recipe),尖椒炒牛肉,[],荤菜,3,,,,,,dishes/meat_dish/尖椒炒牛肉.md
201000052,Recipe,黄焖鸡,黄焖鸡 (Recipe),黄焖鸡,"[{'term': '黄braised鸡', 'language': 'en', 'language_code': 'en-US'}, {'term': '黄闷鸡', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/黄焖鸡.md
201000053,Recipe,小酥肉,小酥肉 (Recipe),小酥肉,[],荤菜,3,,,,,,dishes/meat_dish/小酥肉.md
201000054,Recipe,番茄红酱,番茄红酱 (Recipe),番茄红酱,[],其他,4,,,,,,dishes/meat_dish/番茄红酱.md
201000055,Recipe,麻辣香锅,麻辣香锅 (Recipe),麻辣香锅,[],其他,3,,,,,,dishes/meat_dish/麻辣香锅.md
201000056,Recipe,辣椒炒肉,辣椒炒肉 (Recipe),辣椒炒肉,[],荤菜,3,,,,,,dishes/meat_dish/辣椒炒肉.md
201000057,Recipe,水煮肉片,水煮肉片 (Recipe),水煮肉片,[],荤菜,5,,,,,,dishes/meat_dish/水煮肉片.md
201000058,Recipe,山西过油肉,山西过油肉 (Recipe),山西过油肉,[],荤菜,4,,,,,,dishes/meat_dish/山西过油肉.md
201000059,Recipe,小炒肉,小炒肉 (Recipe),小炒肉,[],荤菜,3,,,,,,dishes/meat_dish/小炒肉.md
201000060,Recipe,黄瓜炒肉,黄瓜炒肉 (Recipe),黄瓜炒肉,[],荤菜,3,,,,,,dishes/meat_dish/黄瓜炒肉.md
201000061,Recipe,小米辣炒肉,小米辣炒肉 (Recipe),小米辣炒肉,[],荤菜,3,,,,,,dishes/meat_dish/小米辣炒肉.md
201000062,Recipe,猪肉烩酸菜,猪肉烩酸菜 (Recipe),猪肉烩酸菜,[],荤菜,5,,,,,,dishes/meat_dish/猪肉烩酸菜.md
201000063,Recipe,洋葱炒猪肉,洋葱炒猪肉 (Recipe),洋葱炒猪肉,[],荤菜,3,,,,,,dishes/meat_dish/洋葱炒猪肉.md
201000064,Recipe,鱼香肉丝,鱼香肉丝 (Recipe),鱼香肉丝,[],荤菜,4,,,,,,dishes/meat_dish/鱼香肉丝.md
201000065,Recipe,椒盐排条,椒盐排条 (Recipe),椒盐排条,[],其他,4,,,,,,dishes/meat_dish/椒盐排条.md
201000066,Recipe,萝卜炖羊排,萝卜炖羊排 (Recipe),萝卜炖羊排,"[{'term': 'radish炖羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '萝卜煲羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '白萝卜炖羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '萝卜stewed羊排', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '胡萝卜炖羊排', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/meat_dish/萝卜炖羊排.md
201000067,Recipe,带把肘子,带把肘子 (Recipe),带把肘子,[],其他,5,,,,,,dishes/meat_dish/带把肘子.md
201000068,Recipe,白菜猪肉炖粉条,白菜猪肉炖粉条 (Recipe),白菜猪肉炖粉条,"[{'term': '白菜猪肉煲粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '大白菜猪肉炖粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'cabbage猪肉炖粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '小白菜猪肉炖粉条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '白菜猪肉stewed粉条', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/白菜猪肉炖粉条.md
201000069,Recipe,蒜苔炒肉末,蒜苔炒肉末 (Recipe),蒜苔炒肉末,[],荤菜,2,,,,,,dishes/meat_dish/蒜苔炒肉末.md
201000070,Recipe,粉蒸肉,粉蒸肉 (Recipe),粉蒸肉,"[{'term': '粉清蒸肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '粉steamed肉', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/meat_dish/粉蒸肉.md
201000071,Recipe,蚂蚁上树,蚂蚁上树 (Recipe),蚂蚁上树,[],其他,3,,,,,,dishes/meat_dish/蚂蚁上树.md
201000072,Recipe,乡村啤酒鸭,乡村啤酒鸭 (Recipe),乡村啤酒鸭,[],其他,4,,,,,,dishes/meat_dish/乡村啤酒鸭.md
201000073,Recipe,商芝肉,商芝肉 (Recipe),商芝肉,[],荤菜,5,,,,,,dishes/meat_dish/商芝肉.md
201000074,Recipe,冷吃兔,冷吃兔 (Recipe),冷吃兔,[],其他,4,,,,,,dishes/meat_dish/冷吃兔.md
201000075,Recipe,孜然牛肉,孜然牛肉 (Recipe),孜然牛肉,[],荤菜,3,,,,,,dishes/meat_dish/孜然牛肉.md
201000076,Recipe,糖醋里脊,糖醋里脊 (Recipe),糖醋里脊,"[{'term': 'sweet and sour里脊', 'language': 'en', 'language_code': 'en-US'}]",其他,4,,,,,,dishes/meat_dish/糖醋里脊.md
201000077,Recipe,香干肉丝,香干肉丝 (Recipe),香干肉丝,[],荤菜,3,,,,,,dishes/meat_dish/香干肉丝.md
201000078,Recipe,甜辣烤全翅,甜辣烤全翅 (Recipe),甜辣烤全翅,"[{'term': '甜辣baked全翅', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜辣烘烤全翅', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜辣roasted全翅', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/meat_dish/甜辣烤全翅.md
201000079,Recipe,咕噜肉,咕噜肉 (Recipe),咕噜肉,[],荤菜,4,,,,,,dishes/meat_dish/咕噜肉.md
201000080,Recipe,肉饼炖蛋,肉饼炖蛋 (Recipe),肉饼炖蛋,"[{'term': '肉饼stewed蛋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '肉饼煲蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/meat_dish/肉饼炖蛋.md
201000081,Recipe,可乐鸡翅,可乐鸡翅 (Recipe),可乐鸡翅,[],荤菜,3,,,,,,dishes/meat_dish/可乐鸡翅.md
201000082,Recipe,杀猪菜,杀猪菜 (Recipe),杀猪菜,[],其他,4,,,,,,dishes/meat_dish/杀猪菜.md
201000083,Recipe,烤鸡翅,烤鸡翅 (Recipe),烤鸡翅,"[{'term': '烘烤鸡翅', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'baked鸡翅', 'language': 'en', 'language_code': 'en-US'}, {'term': 'roasted鸡翅', 'language': 'en', 'language_code': 'en-US'}]",荤菜,3,,,,,,dishes/meat_dish/烤鸡翅.md
201000084,Recipe,贵州辣子鸡,贵州辣子鸡 (Recipe),贵州辣子鸡,[],荤菜,4,,,,,,dishes/meat_dish/贵州辣子鸡/贵州辣子鸡.md
201000085,Recipe,回锅肉,回锅肉 (Recipe),回锅肉,[],荤菜,4,,,,,,dishes/meat_dish/回锅肉/回锅肉.md
201000086,Recipe,卤菜,卤菜 (Recipe),卤菜,[],其他,3,,,,,,dishes/meat_dish/卤菜/卤菜.md
201000087,Recipe,西红柿土豆炖牛肉,西红柿土豆炖牛肉 (Recipe),西红柿土豆炖牛肉,"[{'term': '西红柿土豆stewed牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato土豆炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '番茄土豆炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿洋芋炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿土豆煲牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿马铃薯炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿potato炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes/meat_dish/西红柿土豆炖牛肉/西红柿土豆炖牛肉.md
201000088,Recipe,瘦肉土豆片,瘦肉土豆片 (Recipe),瘦肉土豆片,"[{'term': '瘦肉potato片', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '瘦肉洋芋片', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '瘦肉马铃薯片', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/瘦肉土豆片/瘦肉土豆片.md
201000089,Recipe,鱼香茄子,鱼香茄子 (Recipe),鱼香茄子,"[{'term': '鱼香青茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鱼香eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '鱼香紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/鱼香茄子/鱼香茄子.md
201000090,Recipe,新疆大盘鸡,新疆大盘鸡 (Recipe),新疆大盘鸡,[],荤菜,4,,,,,,dishes/meat_dish/新疆大盘鸡/新疆大盘鸡.md
201000091,Recipe,巴基斯坦牛肉咖喱,巴基斯坦牛肉咖喱 (Recipe),巴基斯坦牛肉咖喱,[],荤菜,5,,,,,,dishes/meat_dish/巴基斯坦牛肉咖喱/巴基斯坦牛肉咖喱.md
201000092,Recipe,荔枝肉,荔枝肉 (Recipe),荔枝肉,[],荤菜,4,,,,,,dishes/meat_dish/荔枝肉/荔枝肉.md
201000093,Recipe,羊排焖面,羊排焖面 (Recipe),羊排焖面,"[{'term': '羊排闷面', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '羊排braised面', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/meat_dish/羊排焖面/羊排焖面.md
201000094,Recipe,牛排,牛排 (Recipe),牛排,[],其他,4,,,,,,dishes/meat_dish/牛排/牛排.md
201000095,Recipe,台式卤肉饭,台式卤肉饭 (Recipe),台式卤肉饭,[],荤菜,5,,,,,,dishes/meat_dish/台式卤肉饭/台式卤肉饭.md
201000096,Recipe,枝竹羊腩煲,枝竹羊腩煲 (Recipe),枝竹羊腩煲,[],其他,5,,,,,,dishes/meat_dish/枝竹羊腩煲/枝竹羊腩煲.md
201000097,Recipe,麻婆豆腐,麻婆豆腐 (Recipe),麻婆豆腐,"[{'term': '麻婆tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '麻婆老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '麻婆嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/meat_dish/麻婆豆腐/麻婆豆腐.md
201000098,Recipe,香辣鸡爪煲,香辣鸡爪煲 (Recipe),香辣鸡爪煲,[],荤菜,4,,,,,,dishes/meat_dish/香辣鸡爪煲/香辣鸡爪煲.md
201000099,Recipe,豉汁蒸白鱔,豉汁蒸白鱔 (Recipe),豉汁蒸白鱔,"[{'term': '豉汁清蒸白鱔', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '豉汁steamed白鱔', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/meat_dish/豉汁蒸白鱔/豉汁蒸白鱔食谱.md
201000100,Recipe,徽派红烧肉,徽派红烧肉 (Recipe),徽派红烧肉,"[{'term': '徽派braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes/meat_dish/徽派红烧肉/徽派红烧肉.md
201000101,Recipe,湘祁米夫鸭,湘祁米夫鸭 (Recipe),湘祁米夫鸭,[],其他,4,,,,,,dishes/meat_dish/湘祁米夫鸭/湘祁米夫鸭.md
201000102,Recipe,清蒸鳜鱼,清蒸鳜鱼 (Recipe),清蒸鳜鱼,"[{'term': '清steamed鳜鱼', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清清蒸鳜鱼', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/清蒸鳜鱼/清蒸鳜鱼.md
201000103,Recipe,无骨鸡爪,无骨鸡爪 (Recipe),无骨鸡爪,[],荤菜,5,,,,,,dishes/meat_dish/无骨鸡爪/无骨鸡爪.md
201000104,Recipe,干煸仔鸡,干煸仔鸡 (Recipe),干煸仔鸡,[],荤菜,4,,,,,,dishes/meat_dish/干煸仔鸡/干煸仔鸡.md
201000105,Recipe,湖南家常红烧肉,湖南家常红烧肉 (Recipe),湖南家常红烧肉,"[{'term': '湖南家常braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/湖南家常红烧肉/湖南家常红烧肉.md
201000106,Recipe,柱候牛腩,柱候牛腩 (Recipe),柱候牛腩,[],其他,4,,,,,,dishes/meat_dish/柱候牛腩/柱候牛腩.md
201000107,Recipe,奶酪培根通心粉,奶酪培根通心粉 (Recipe),奶酪培根通心粉,[],其他,3,,,,,,dishes/meat_dish/奶酪培根通心粉/奶酪培根通心粉.md
201000108,Recipe,黑椒牛柳,黑椒牛柳 (Recipe),黑椒牛柳,[],其他,4,,,,,,dishes/meat_dish/黑椒牛柳/黑椒牛柳.md
201000109,Recipe,水煮牛肉,水煮牛肉 (Recipe),水煮牛肉,[],荤菜,3,,,,,,dishes/meat_dish/水煮牛肉/水煮牛肉.md
201000110,Recipe,尖叫牛蛙,尖叫牛蛙 (Recipe),尖叫牛蛙,[],其他,4,,,,,,dishes/meat_dish/尖叫牛蛙/尖叫牛蛙.md
201000111,Recipe,茭白炒肉,茭白炒肉 (Recipe),茭白炒肉,[],荤菜,3,,,,,,dishes/meat_dish/茭白炒肉/茭白炒肉.md
201000112,Recipe,农家一碗香,农家一碗香 (Recipe),农家一碗香,[],其他,3,,,,,,dishes/meat_dish/农家一碗香/农家一碗香.md
201000113,Recipe,凉拌鸡丝,凉拌鸡丝 (Recipe),凉拌鸡丝,[],荤菜,3,,,,,,dishes/meat_dish/凉拌鸡丝/凉拌鸡丝.md
201000114,Recipe,口水鸡,口水鸡 (Recipe),口水鸡,[],荤菜,3,,,,,,dishes/meat_dish/口水鸡/口水鸡.md
201000115,Recipe,豆豉鲮鱼油麦菜,豆豉鲮鱼油麦菜 (Recipe),豆豉鲮鱼油麦菜,[],荤菜,2,,,,,,dishes/meat_dish/豆豉鲮鱼油麦菜/豆豉鲮鱼油麦菜.md
201000116,Recipe,黔式腊肠娃娃菜,黔式腊肠娃娃菜 (Recipe),黔式腊肠娃娃菜,[],其他,1,,,,,,dishes/meat_dish/黔式腊肠娃娃菜/黔式腊肠娃娃菜.md
201000117,Recipe,老妈蹄花,老妈蹄花 (Recipe),老妈蹄花,[],其他,4,,,,,,dishes/meat_dish/老妈蹄花/老妈蹄花.md
201000118,Recipe,冬瓜酿肉,冬瓜酿肉 (Recipe),冬瓜酿肉,[],荤菜,4,,,,,,dishes/meat_dish/冬瓜酿肉/冬瓜酿肉.md
201000119,Recipe,梅菜扣肉,梅菜扣肉 (Recipe),梅菜扣肉,[],荤菜,4,,,,,,dishes/meat_dish/梅菜扣肉/梅菜扣肉.md
201000120,Recipe,小炒黄牛肉,小炒黄牛肉 (Recipe),小炒黄牛肉,[],荤菜,4,,,,,,dishes/meat_dish/小炒黄牛肉/小炒黄牛肉.md
201000121,Recipe,宫保鸡丁,宫保鸡丁 (Recipe),宫保鸡丁,[],荤菜,4,,,,,,dishes/meat_dish/宫保鸡丁/宫保鸡丁.md
201000122,Recipe,简易红烧肉,简易红烧肉 (Recipe),简易红烧肉,"[{'term': '简易braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/红烧肉/简易红烧肉.md
201000123,Recipe,南派红烧肉,南派红烧肉 (Recipe),南派红烧肉,"[{'term': '南派braised肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes/meat_dish/红烧肉/南派红烧肉.md
201000124,Recipe,咖喱肥牛,咖喱肥牛 (Recipe),咖喱肥牛,[],其他,4,,,,,,dishes/meat_dish/咖喱肥牛/咖喱肥牛.md
201000125,Recipe,红烧猪蹄,红烧猪蹄 (Recipe),红烧猪蹄,"[{'term': 'braised猪蹄', 'language': 'en', 'language_code': 'en-US'}]",其他,4,,,,,,dishes/meat_dish/红烧猪蹄/红烧猪蹄.md
201000126,Recipe,老式锅包肉,老式锅包肉 (Recipe),老式锅包肉,[],荤菜,4,,,,,,dishes/meat_dish/老式锅包肉/老式锅包肉.md
201000127,Recipe,香菇滑鸡,香菇滑鸡 (Recipe),香菇滑鸡,[],荤菜,3,,,,,,dishes/meat_dish/香菇滑鸡/香菇滑鸡.md
201000128,Recipe,猪皮冻,猪皮冻 (Recipe),猪皮冻,[],其他,5,,,,,,dishes/meat_dish/猪皮冻/猪皮冻.md
201000129,Recipe,醉排骨,醉排骨 (Recipe),醉排骨,[],其他,4,,,,,,dishes/meat_dish/醉排骨/醉排骨.md
201000130,Recipe,血浆鸭,血浆鸭 (Recipe),血浆鸭,[],其他,5,,,,,,dishes/meat_dish/血浆鸭/血浆鸭.md
201000131,Recipe,姜炒鸡,姜炒鸡 (Recipe),姜炒鸡,[],荤菜,3,,,,,,dishes/meat_dish/姜炒鸡/姜炒鸡.md
201000132,Recipe,芥末罗氏虾,芥末罗氏虾 (Recipe),芥末罗氏虾,[],荤菜,3,,,,,,dishes/meat_dish/芥末罗氏虾/芥末罗氏虾.md
201000133,Recipe,西红柿牛腩,西红柿牛腩 (Recipe),西红柿牛腩,"[{'term': 'tomato牛腩', 'language': 'en', 'language_code': 'en-US'}, {'term': '番茄牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,5,,,,,,dishes/meat_dish/西红柿牛腩/西红柿牛腩.md
201000134,Recipe,土豆炖排骨,土豆炖排骨 (Recipe),土豆炖排骨,"[{'term': 'potato炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋芋炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '马铃薯炖排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土豆stewed排骨', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土豆煲排骨', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/meat_dish/土豆炖排骨/土豆炖排骨.md
